time,unit,station,part,family,type,activity
10938460,ms,Freezer,PZ_1010_5083,PZ,PZ_1010,ENTER
10938820,ms,Oven,PZ_1010_5084,PZ,PZ_1010,EXIT
10938940,ms,Oven,PZ_1010_5086,PZ,PZ_1010,ENTER
10939870,ms,Freezer,PZ_1010_5074,PZ,PZ_1010,EXIT
10939870,ms,BoxStation,PACK_1010_001099,PACK,PACK_1010,ENTER
10940010,ms,PackStation,PZ_1010_5072,PZ,PZ_1010,ENTER
10940900,ms,Freezer,PZ_1010_5084,PZ,PZ_1010,ENTER
10940970,ms,PizzaSource,PZ_1010_5088,PZ,PZ_1010,EXIT
10940970,ms,PizzaSource,PZ_1010_5089,PZ,PZ_1010,ENTER
10941350,ms,Oven,PZ_1010_5086,PZ,PZ_1010,EXIT
10941390,ms,Oven,PZ_1010_5087,PZ,PZ_1010,ENTER
10942300,ms,Freezer,PZ_1010_5076,PZ,PZ_1010,EXIT
10943440,ms,Freezer,PZ_1010_5086,PZ,PZ_1010,ENTER
10943520,ms,PizzaSource,PZ_1010_5089,PZ,PZ_1010,EXIT
10943520,ms,PizzaSource,PZ_1010_5091,PZ,PZ_1010,ENTER
10943810,ms,Oven,PZ_1010_5087,PZ,PZ_1010,EXIT
10943960,ms,Oven,PZ_1010_5088,PZ,PZ_1010,ENTER
10944810,ms,Freezer,PZ_1010_5078,PZ,PZ_1010,EXIT
10945760,ms,PackStation,PACK_1010_001100,PACK,PACK_1010,EXIT_AP
10945890,ms,Freezer,PZ_1010_5087,PZ,PZ_1010,ENTER
10945970,ms,PizzaSource,PZ_1010_5091,PZ,PZ_1010,EXIT
10945970,ms,PizzaSource,PZ_1010_5093,PZ,PZ_1010,ENTER
10946380,ms,Oven,PZ_1010_5088,PZ,PZ_1010,EXIT
10946500,ms,PackStation,PZ_1010_5074,PZ,PZ_1010,ENTER
10946510,ms,Oven,PZ_1010_5089,PZ,PZ_1010,ENTER
10946700,ms,PackStation,PZ_1010_5076,PZ,PZ_1010,ENTER
10946990,ms,BoxStation,BOX_1010_000358,BOX,BOX_1010,EXIT_AP
10947240,ms,Freezer,PZ_1010_5079,PZ,PZ_1010,EXIT
10947470,ms,PackStation,PZ_1010_5078,PZ,PZ_1010,ENTER
10948450,ms,PizzaSource,PZ_1010_5093,PZ,PZ_1010,EXIT
10948450,ms,PizzaSource,PZ_1010_5094,PZ,PZ_1010,ENTER
10948470,ms,Freezer,PZ_1010_5088,PZ,PZ_1010,ENTER
10948930,ms,Oven,PZ_1010_5089,PZ,PZ_1010,EXIT
10948970,ms,Oven,PZ_1010_5091,PZ,PZ_1010,ENTER
10949700,ms,Freezer,PZ_1010_5081,PZ,PZ_1010,EXIT
10949900,ms,PackStation,PZ_1010_5079,PZ,PZ_1010,ENTER
10950020,ms,PalletStation,BOX_1010_000358,BOX,BOX_1010,ENTER
10950080,ms,BoxStation,PACK_1010_001100,PACK,PACK_1010,ENTER
10950900,ms,PizzaSource,PZ_1010_5094,PZ,PZ_1010,EXIT
10950900,ms,PizzaSource,PZ_1010_5095,PZ,PZ_1010,ENTER
10951020,ms,Freezer,PZ_1010_5089,PZ,PZ_1010,ENTER
10951390,ms,Oven,PZ_1010_5091,PZ,PZ_1010,EXIT
10951450,ms,Oven,PZ_1010_5093,PZ,PZ_1010,ENTER
10952210,ms,Freezer,PZ_1010_5082,PZ,PZ_1010,EXIT
10953410,ms,PizzaSource,PZ_1010_5095,PZ,PZ_1010,EXIT
10953410,ms,PizzaSource,PZ_1010_5097,PZ,PZ_1010,ENTER
10953470,ms,Freezer,PZ_1010_5091,PZ,PZ_1010,ENTER
10953860,ms,Oven,PZ_1010_5093,PZ,PZ_1010,EXIT
10953890,ms,Oven,PZ_1010_5094,PZ,PZ_1010,ENTER
10954730,ms,Freezer,PZ_1010_5083,PZ,PZ_1010,EXIT
10955650,ms,PackStation,PACK_1010_001101,PACK,PACK_1010,EXIT_AP
10955930,ms,PizzaSource,PZ_1010_5097,PZ,PZ_1010,EXIT
10955930,ms,PizzaSource,PZ_1010_5098,PZ,PZ_1010,ENTER
10955950,ms,Freezer,PZ_1010_5093,PZ,PZ_1010,ENTER
10956310,ms,Oven,PZ_1010_5094,PZ,PZ_1010,EXIT
10956390,ms,PackStation,PZ_1010_5081,PZ,PZ_1010,ENTER
10956400,ms,Oven,PZ_1010_5095,PZ,PZ_1010,ENTER
10956590,ms,PackStation,PZ_1010_5082,PZ,PZ_1010,ENTER
10957180,ms,Freezer,PZ_1010_5084,PZ,PZ_1010,EXIT
10957390,ms,PackStation,PZ_1010_5083,PZ,PZ_1010,ENTER
10958400,ms,Freezer,PZ_1010_5094,PZ,PZ_1010,ENTER
10958420,ms,PizzaSource,PZ_1010_5098,PZ,PZ_1010,EXIT
10958420,ms,PizzaSource,PZ_1010_5099,PZ,PZ_1010,ENTER
10958820,ms,Oven,PZ_1010_5095,PZ,PZ_1010,EXIT
10958920,ms,Oven,PZ_1010_5097,PZ,PZ_1010,ENTER
10959720,ms,Freezer,PZ_1010_5086,PZ,PZ_1010,EXIT
10959840,ms,PackStation,PZ_1010_5084,PZ,PZ_1010,ENTER
10959960,ms,BoxStation,PACK_1010_001101,PACK,PACK_1010,ENTER
10960900,ms,PizzaSource,PZ_1010_5099,PZ,PZ_1010,EXIT
10960900,ms,PizzaSource,PZ_1010_5100,PZ,PZ_1010,ENTER
10960910,ms,Freezer,PZ_1010_5095,PZ,PZ_1010,ENTER
10961340,ms,Oven,PZ_1010_5097,PZ,PZ_1010,EXIT
10961420,ms,Oven,PZ_1010_5098,PZ,PZ_1010,ENTER
10962170,ms,Freezer,PZ_1010_5087,PZ,PZ_1010,EXIT
10963380,ms,PizzaSource,PZ_1010_5100,PZ,PZ_1010,EXIT
10963380,ms,PizzaSource,PZ_1010_5102,PZ,PZ_1010,ENTER
10963430,ms,Freezer,PZ_1010_5097,PZ,PZ_1010,ENTER
10963830,ms,Oven,PZ_1010_5098,PZ,PZ_1010,EXIT
10963900,ms,Oven,PZ_1010_5099,PZ,PZ_1010,ENTER
10964740,ms,Freezer,PZ_1010_5088,PZ,PZ_1010,EXIT
10965260,ms,PackStation,PACK_1010_001102,PACK,PACK_1010,EXIT_AP
10965900,ms,PizzaSource,PZ_1010_5102,PZ,PZ_1010,EXIT
10965900,ms,PizzaSource,PZ_1010_5103,PZ,PZ_1010,ENTER
10965920,ms,Freezer,PZ_1010_5098,PZ,PZ_1010,ENTER
10966000,ms,PackStation,PZ_1010_5086,PZ,PZ_1010,ENTER
10966200,ms,PackStation,PZ_1010_5087,PZ,PZ_1010,ENTER
10966320,ms,Oven,PZ_1010_5099,PZ,PZ_1010,EXIT
10966380,ms,Oven,PZ_1010_5100,PZ,PZ_1010,ENTER
10967290,ms,Freezer,PZ_1010_5089,PZ,PZ_1010,EXIT
10967400,ms,PackStation,PZ_1010_5088,PZ,PZ_1010,ENTER
10968390,ms,PizzaSource,PZ_1010_5103,PZ,PZ_1010,EXIT
10968390,ms,PizzaSource,PZ_1010_5104,PZ,PZ_1010,ENTER
10968400,ms,Freezer,PZ_1010_5099,PZ,PZ_1010,ENTER
10968800,ms,Oven,PZ_1010_5100,PZ,PZ_1010,EXIT
10968890,ms,Oven,PZ_1010_5102,PZ,PZ_1010,ENTER
10969580,ms,BoxStation,PACK_1010_001102,PACK,PACK_1010,ENTER
10969750,ms,Freezer,PZ_1010_5091,PZ,PZ_1010,EXIT
10969950,ms,PackStation,PZ_1010_5089,PZ,PZ_1010,ENTER
10970880,ms,Freezer,PZ_1010_5100,PZ,PZ_1010,ENTER
10970940,ms,PizzaSource,PZ_1010_5104,PZ,PZ_1010,EXIT
10970940,ms,PizzaSource,PZ_1010_5105,PZ,PZ_1010,ENTER
10971310,ms,Oven,PZ_1010_5102,PZ,PZ_1010,EXIT
10971390,ms,Oven,PZ_1010_5103,PZ,PZ_1010,ENTER
10972220,ms,Freezer,PZ_1010_5093,PZ,PZ_1010,EXIT
10973370,ms,PizzaSource,PZ_1010_5105,PZ,PZ_1010,EXIT
10973370,ms,PizzaSource,PZ_1010_5107,PZ,PZ_1010,ENTER
10973400,ms,Freezer,PZ_1010_5102,PZ,PZ_1010,ENTER
10973810,ms,Oven,PZ_1010_5103,PZ,PZ_1010,EXIT
10973940,ms,Oven,PZ_1010_5104,PZ,PZ_1010,ENTER
10974670,ms,Freezer,PZ_1010_5094,PZ,PZ_1010,EXIT
10975700,ms,PackStation,PACK_1010_001103,PACK,PACK_1010,EXIT_AP
10975890,ms,Freezer,PZ_1010_5103,PZ,PZ_1010,ENTER
10975910,ms,PizzaSource,PZ_1010_5107,PZ,PZ_1010,EXIT
10975910,ms,PizzaSource,PZ_1010_5109,PZ,PZ_1010,ENTER
10976360,ms,Oven,PZ_1010_5104,PZ,PZ_1010,EXIT
10976370,ms,Oven,PZ_1010_5105,PZ,PZ_1010,ENTER
10976440,ms,PackStation,PZ_1010_5091,PZ,PZ_1010,ENTER
10976640,ms,PackStation,PZ_1010_5093,PZ,PZ_1010,ENTER
10977180,ms,Freezer,PZ_1010_5095,PZ,PZ_1010,EXIT
10977230,ms,BoxStation,BOX_1010_000359,BOX,BOX_1010,EXIT_AP
10977330,ms,PackStation,PZ_1010_5094,PZ,PZ_1010,ENTER
10978430,ms,PizzaSource,PZ_1010_5109,PZ,PZ_1010,EXIT
10978430,ms,PizzaSource,PZ_1010_5110,PZ,PZ_1010,ENTER
10978440,ms,Freezer,PZ_1010_5104,PZ,PZ_1010,ENTER
10978790,ms,Oven,PZ_1010_5105,PZ,PZ_1010,EXIT
10978910,ms,Oven,PZ_1010_5107,PZ,PZ_1010,ENTER
10979700,ms,Freezer,PZ_1010_5097,PZ,PZ_1010,EXIT
10979840,ms,PackStation,PZ_1010_5095,PZ,PZ_1010,ENTER
10980020,ms,BoxStation,PACK_1010_001103,PACK,PACK_1010,ENTER
10980870,ms,Freezer,PZ_1010_5105,PZ,PZ_1010,ENTER
10980910,ms,PizzaSource,PZ_1010_5110,PZ,PZ_1010,EXIT
10980910,ms,PizzaSource,PZ_1010_5111,PZ,PZ_1010,ENTER
10981330,ms,Oven,PZ_1010_5107,PZ,PZ_1010,EXIT
10981430,ms,Oven,PZ_1010_5109,PZ,PZ_1010,ENTER
10982200,ms,Freezer,PZ_1010_5098,PZ,PZ_1010,EXIT
10983410,ms,Freezer,PZ_1010_5107,PZ,PZ_1010,ENTER
10983420,ms,PizzaSource,PZ_1010_5111,PZ,PZ_1010,EXIT
10983420,ms,PizzaSource,PZ_1010_5113,PZ,PZ_1010,ENTER
10983850,ms,Oven,PZ_1010_5109,PZ,PZ_1010,EXIT
10983910,ms,Oven,PZ_1010_5110,PZ,PZ_1010,ENTER
10984680,ms,Freezer,PZ_1010_5099,PZ,PZ_1010,EXIT
10985890,ms,PizzaSource,PZ_1010_5113,PZ,PZ_1010,EXIT
10985890,ms,PizzaSource,PZ_1010_5114,PZ,PZ_1010,ENTER
10985930,ms,Freezer,PZ_1010_5109,PZ,PZ_1010,ENTER
10986040,ms,PackStation,PACK_1010_001104,PACK,PACK_1010,EXIT_AP
10986320,ms,Oven,PZ_1010_5110,PZ,PZ_1010,EXIT
10986420,ms,Oven,PZ_1010_5111,PZ,PZ_1010,ENTER
10986780,ms,PackStation,PZ_1010_5097,PZ,PZ_1010,ENTER
10986980,ms,PackStation,PZ_1010_5098,PZ,PZ_1010,ENTER
10987160,ms,Freezer,PZ_1010_5100,PZ,PZ_1010,EXIT
10987340,ms,PackStation,PZ_1010_5099,PZ,PZ_1010,ENTER
10988380,ms,PizzaSource,PZ_1010_5114,PZ,PZ_1010,EXIT
10988380,ms,PizzaSource,PZ_1010_5115,PZ,PZ_1010,ENTER
10988410,ms,Freezer,PZ_1010_5110,PZ,PZ_1010,ENTER
10988840,ms,Oven,PZ_1010_5111,PZ,PZ_1010,EXIT
10988890,ms,Oven,PZ_1010_5113,PZ,PZ_1010,ENTER
10989670,ms,Freezer,PZ_1010_5102,PZ,PZ_1010,EXIT
10989820,ms,PackStation,PZ_1010_5100,PZ,PZ_1010,ENTER
10990360,ms,BoxStation,PACK_1010_001104,PACK,PACK_1010,ENTER
10990890,ms,PizzaSource,PZ_1010_5115,PZ,PZ_1010,EXIT
10990890,ms,PizzaSource,PZ_1010_5116,PZ,PZ_1010,ENTER
10990920,ms,Freezer,PZ_1010_5111,PZ,PZ_1010,ENTER
10991310,ms,Oven,PZ_1010_5113,PZ,PZ_1010,EXIT
10991370,ms,Oven,PZ_1010_5114,PZ,PZ_1010,ENTER
10992170,ms,Freezer,PZ_1010_5103,PZ,PZ_1010,EXIT
10993390,ms,Freezer,PZ_1010_5113,PZ,PZ_1010,ENTER
10993410,ms,PizzaSource,PZ_1010_5116,PZ,PZ_1010,EXIT
10993410,ms,PizzaSource,PZ_1010_5118,PZ,PZ_1010,ENTER
10993790,ms,Oven,PZ_1010_5114,PZ,PZ_1010,EXIT
10993890,ms,Oven,PZ_1010_5115,PZ,PZ_1010,ENTER
10994720,ms,Freezer,PZ_1010_5104,PZ,PZ_1010,EXIT
10995260,ms,PackStation,PACK_1010_001105,PACK,PACK_1010,EXIT_AP
10995880,ms,Freezer,PZ_1010_5114,PZ,PZ_1010,ENTER
10995940,ms,PizzaSource,PZ_1010_5118,PZ,PZ_1010,EXIT
10995940,ms,PizzaSource,PZ_1010_5119,PZ,PZ_1010,ENTER
10996000,ms,PackStation,PZ_1010_5102,PZ,PZ_1010,ENTER
10996190,ms,PackStation,PZ_1010_5103,PZ,PZ_1010,ENTER
10996310,ms,Oven,PZ_1010_5115,PZ,PZ_1010,EXIT
10996410,ms,Oven,PZ_1010_5116,PZ,PZ_1010,ENTER
10997150,ms,Freezer,PZ_1010_5105,PZ,PZ_1010,EXIT
10997380,ms,PackStation,PZ_1010_5104,PZ,PZ_1010,ENTER
10998390,ms,Freezer,PZ_1010_5115,PZ,PZ_1010,ENTER
10998430,ms,PizzaSource,PZ_1010_5119,PZ,PZ_1010,EXIT
10998430,ms,PizzaSource,PZ_1010_5120,PZ,PZ_1010,ENTER
10998830,ms,Oven,PZ_1010_5116,PZ,PZ_1010,EXIT
10998930,ms,Oven,PZ_1010_5118,PZ,PZ_1010,ENTER
10999580,ms,BoxStation,PACK_1010_001105,PACK,PACK_1010,ENTER
10999690,ms,Freezer,PZ_1010_5107,PZ,PZ_1010,EXIT
10999810,ms,PackStation,PZ_1010_5105,PZ,PZ_1010,ENTER
11000880,ms,PizzaSource,PZ_1010_5120,PZ,PZ_1010,EXIT
11000880,ms,PizzaSource,PZ_1010_5121,PZ,PZ_1010,ENTER
11000910,ms,Freezer,PZ_1010_5116,PZ,PZ_1010,ENTER
11001350,ms,Oven,PZ_1010_5118,PZ,PZ_1010,EXIT
11001430,ms,Oven,PZ_1010_5119,PZ,PZ_1010,ENTER
11002210,ms,Freezer,PZ_1010_5109,PZ,PZ_1010,EXIT
11003380,ms,PizzaSource,PZ_1010_5121,PZ,PZ_1010,EXIT
11003380,ms,PizzaSource,PZ_1010_5123,PZ,PZ_1010,ENTER
11003440,ms,Freezer,PZ_1010_5118,PZ,PZ_1010,ENTER
11003840,ms,Oven,PZ_1010_5119,PZ,PZ_1010,EXIT
11003870,ms,Oven,PZ_1010_5120,PZ,PZ_1010,ENTER
11004690,ms,Freezer,PZ_1010_5110,PZ,PZ_1010,EXIT
11005420,ms,PackStation,PACK_1010_001106,PACK,PACK_1010,EXIT_AP
11005820,ms,PizzaSource,PZ_1010_5123,PZ,PZ_1010,EXIT
11005820,ms,PizzaSource,PZ_1010_5125,PZ,PZ_1010,ENTER
11005930,ms,Freezer,PZ_1010_5119,PZ,PZ_1010,ENTER
11006160,ms,PackStation,PZ_1010_5107,PZ,PZ_1010,ENTER
11006290,ms,Oven,PZ_1010_5120,PZ,PZ_1010,EXIT
11006360,ms,PackStation,PZ_1010_5109,PZ,PZ_1010,ENTER
11006370,ms,Oven,PZ_1010_5121,PZ,PZ_1010,ENTER
11006690,ms,BoxStation,BOX_1010_000360,BOX,BOX_1010,EXIT_AP
11007200,ms,Freezer,PZ_1010_5111,PZ,PZ_1010,EXIT
11007350,ms,PackStation,PZ_1010_5110,PZ,PZ_1010,ENTER
11008300,ms,PizzaSource,PZ_1010_5125,PZ,PZ_1010,EXIT
11008300,ms,PizzaSource,PZ_1010_5126,PZ,PZ_1010,ENTER
11008380,ms,Freezer,PZ_1010_5120,PZ,PZ_1010,ENTER
11008790,ms,Oven,PZ_1010_5121,PZ,PZ_1010,EXIT
11008810,ms,Oven,PZ_1010_5123,PZ,PZ_1010,ENTER
11009670,ms,Freezer,PZ_1010_5113,PZ,PZ_1010,EXIT
11009740,ms,BoxStation,PACK_1010_001106,PACK,PACK_1010,ENTER
11009860,ms,PackStation,PZ_1010_5111,PZ,PZ_1010,ENTER
11010800,ms,PizzaSource,PZ_1010_5126,PZ,PZ_1010,EXIT
11010800,ms,PizzaSource,PZ_1010_5127,PZ,PZ_1010,ENTER
11010880,ms,Freezer,PZ_1010_5121,PZ,PZ_1010,ENTER
11011230,ms,Oven,PZ_1010_5123,PZ,PZ_1010,EXIT
11011300,ms,Oven,PZ_1010_5125,PZ,PZ_1010,ENTER
11012150,ms,Freezer,PZ_1010_5114,PZ,PZ_1010,EXIT
11013310,ms,PizzaSource,PZ_1010_5127,PZ,PZ_1010,EXIT
11013310,ms,PizzaSource,PZ_1010_5129,PZ,PZ_1010,ENTER
11013320,ms,Freezer,PZ_1010_5123,PZ,PZ_1010,ENTER
11013710,ms,Oven,PZ_1010_5125,PZ,PZ_1010,EXIT
11013800,ms,Oven,PZ_1010_5126,PZ,PZ_1010,ENTER
11014670,ms,Freezer,PZ_1010_5115,PZ,PZ_1010,EXIT
11015240,ms,PackStation,PACK_1010_001107,PACK,PACK_1010,EXIT_AP
11015740,ms,PizzaSource,PZ_1010_5129,PZ,PZ_1010,EXIT
11015740,ms,PizzaSource,PZ_1010_5130,PZ,PZ_1010,ENTER
11015800,ms,Freezer,PZ_1010_5125,PZ,PZ_1010,ENTER
11015980,ms,PackStation,PZ_1010_5113,PZ,PZ_1010,ENTER
11016180,ms,PackStation,PZ_1010_5114,PZ,PZ_1010,ENTER
11016220,ms,Oven,PZ_1010_5126,PZ,PZ_1010,EXIT
11016300,ms,Oven,PZ_1010_5127,PZ,PZ_1010,ENTER
11017190,ms,Freezer,PZ_1010_5116,PZ,PZ_1010,EXIT
11017330,ms,PackStation,PZ_1010_5115,PZ,PZ_1010,ENTER
11018230,ms,PizzaSource,PZ_1010_5130,PZ,PZ_1010,EXIT
11018230,ms,PizzaSource,PZ_1010_5131,PZ,PZ_1010,ENTER
11018300,ms,Freezer,PZ_1010_5126,PZ,PZ_1010,ENTER
11018720,ms,Oven,PZ_1010_5127,PZ,PZ_1010,EXIT
11018740,ms,Oven,PZ_1010_5129,PZ,PZ_1010,ENTER
11019560,ms,BoxStation,PACK_1010_001107,PACK,PACK_1010,ENTER
11019710,ms,Freezer,PZ_1010_5118,PZ,PZ_1010,EXIT
11019850,ms,PackStation,PZ_1010_5116,PZ,PZ_1010,ENTER
11020680,ms,PizzaSource,PZ_1010_5131,PZ,PZ_1010,EXIT
11020680,ms,PizzaSource,PZ_1010_5132,PZ,PZ_1010,ENTER
11020810,ms,Freezer,PZ_1010_5127,PZ,PZ_1010,ENTER
11021160,ms,Oven,PZ_1010_5129,PZ,PZ_1010,EXIT
11021230,ms,Oven,PZ_1010_5130,PZ,PZ_1010,ENTER
11022210,ms,Freezer,PZ_1010_5119,PZ,PZ_1010,EXIT
11023120,ms,PizzaSource,PZ_1010_5132,PZ,PZ_1010,EXIT
11023120,ms,PizzaSource,PZ_1010_5134,PZ,PZ_1010,ENTER
11023240,ms,Freezer,PZ_1010_5129,PZ,PZ_1010,ENTER
11023650,ms,Oven,PZ_1010_5130,PZ,PZ_1010,EXIT
11023680,ms,Oven,PZ_1010_5131,PZ,PZ_1010,ENTER
11024650,ms,Freezer,PZ_1010_5120,PZ,PZ_1010,EXIT
11025620,ms,PizzaSource,PZ_1010_5134,PZ,PZ_1010,EXIT
11025620,ms,PizzaSource,PZ_1010_5135,PZ,PZ_1010,ENTER
11025730,ms,Freezer,PZ_1010_5130,PZ,PZ_1010,ENTER
11026060,ms,PackStation,PACK_1010_001108,PACK,PACK_1010,EXIT_AP
11026100,ms,Oven,PZ_1010_5131,PZ,PZ_1010,EXIT
11026110,ms,Oven,PZ_1010_5132,PZ,PZ_1010,ENTER
11026790,ms,PackStation,PZ_1010_5118,PZ,PZ_1010,ENTER
11027000,ms,PackStation,PZ_1010_5119,PZ,PZ_1010,ENTER
11027150,ms,Freezer,PZ_1010_5121,PZ,PZ_1010,EXIT
11027310,ms,PackStation,PZ_1010_5120,PZ,PZ_1010,ENTER
11028110,ms,PizzaSource,PZ_1010_5135,PZ,PZ_1010,EXIT
11028110,ms,PizzaSource,PZ_1010_5136,PZ,PZ_1010,ENTER
11028180,ms,Freezer,PZ_1010_5131,PZ,PZ_1010,ENTER
11028530,ms,Oven,PZ_1010_5132,PZ,PZ_1010,EXIT
11028620,ms,Oven,PZ_1010_5134,PZ,PZ_1010,ENTER
11029590,ms,Freezer,PZ_1010_5123,PZ,PZ_1010,EXIT
11029810,ms,PackStation,PZ_1010_5121,PZ,PZ_1010,ENTER
11030370,ms,BoxStation,PACK_1010_001108,PACK,PACK_1010,ENTER
11030620,ms,Freezer,PZ_1010_5132,PZ,PZ_1010,ENTER
11030630,ms,PizzaSource,PZ_1010_5136,PZ,PZ_1010,EXIT
11030630,ms,PizzaSource,PZ_1010_5137,PZ,PZ_1010,ENTER
11031040,ms,Oven,PZ_1010_5134,PZ,PZ_1010,EXIT
11031110,ms,Oven,PZ_1010_5135,PZ,PZ_1010,ENTER
11032080,ms,Freezer,PZ_1010_5125,PZ,PZ_1010,EXIT
11033120,ms,PizzaSource,PZ_1010_5137,PZ,PZ_1010,EXIT
11033120,ms,PizzaSource,PZ_1010_5139,PZ,PZ_1010,ENTER
11033120,ms,Freezer,PZ_1010_5134,PZ,PZ_1010,ENTER
11033530,ms,Oven,PZ_1010_5135,PZ,PZ_1010,EXIT
11033630,ms,Oven,PZ_1010_5136,PZ,PZ_1010,ENTER
11034580,ms,Freezer,PZ_1010_5126,PZ,PZ_1010,EXIT
11035020,ms,PackStation,PACK_1010_001109,PACK,PACK_1010,EXIT_AP
11035610,ms,Freezer,PZ_1010_5135,PZ,PZ_1010,ENTER
11035630,ms,PizzaSource,PZ_1010_5139,PZ,PZ_1010,EXIT
11035630,ms,PizzaSource,PZ_1010_5140,PZ,PZ_1010,ENTER
11035760,ms,PackStation,PZ_1010_5123,PZ,PZ_1010,ENTER
11035960,ms,PackStation,PZ_1010_5125,PZ,PZ_1010,ENTER
11036040,ms,Oven,PZ_1010_5136,PZ,PZ_1010,EXIT
11036120,ms,Oven,PZ_1010_5137,PZ,PZ_1010,ENTER
11037080,ms,Freezer,PZ_1010_5127,PZ,PZ_1010,EXIT
11037240,ms,PackStation,PZ_1010_5126,PZ,PZ_1010,ENTER
11038130,ms,Freezer,PZ_1010_5136,PZ,PZ_1010,ENTER
11038150,ms,PizzaSource,PZ_1010_5140,PZ,PZ_1010,EXIT
11038150,ms,PizzaSource,PZ_1010_5142,PZ,PZ_1010,ENTER
11038490,ms,BoxStation,BOX_1010_000361,BOX,BOX_1010,EXIT_AP
11038540,ms,Oven,PZ_1010_5137,PZ,PZ_1010,EXIT
11038620,ms,Oven,PZ_1010_5139,PZ,PZ_1010,ENTER
11039340,ms,BoxStation,PACK_1010_001109,PACK,PACK_1010,ENTER
11039520,ms,Freezer,PZ_1010_5129,PZ,PZ_1010,EXIT
11039740,ms,PackStation,PZ_1010_5127,PZ,PZ_1010,ENTER
11040620,ms,Freezer,PZ_1010_5137,PZ,PZ_1010,ENTER
11040720,ms,PizzaSource,PZ_1010_5142,PZ,PZ_1010,EXIT
11040720,ms,PizzaSource,PZ_1010_5143,PZ,PZ_1010,ENTER
11042010,ms,Freezer,PZ_1010_5130,PZ,PZ_1010,EXIT
11043260,ms,PizzaSource,PZ_1010_5143,PZ,PZ_1010,EXIT
11043260,ms,PizzaSource,PZ_1010_5145,PZ,PZ_1010,ENTER
11043510,ms,Oven,PZ_1010_5140,PZ,PZ_1010,ENTER
11044460,ms,Freezer,PZ_1010_5131,PZ,PZ_1010,EXIT
11045620,ms,PackStation,PACK_1010_001110,PACK,PACK_1010,EXIT_AP
11045790,ms,PizzaSource,PZ_1010_5145,PZ,PZ_1010,EXIT
11045790,ms,PizzaSource,PZ_1010_5146,PZ,PZ_1010,ENTER
11046360,ms,PackStation,PZ_1010_5129,PZ,PZ_1010,ENTER
11046560,ms,PackStation,PZ_1010_5130,PZ,PZ_1010,ENTER
11046890,ms,Freezer,PZ_1010_5132,PZ,PZ_1010,EXIT
11047120,ms,PackStation,PZ_1010_5131,PZ,PZ_1010,ENTER
11048250,ms,PizzaSource,PZ_1010_5146,PZ,PZ_1010,EXIT
11048250,ms,PizzaSource,PZ_1010_5147,PZ,PZ_1010,ENTER
11049400,ms,Freezer,PZ_1010_5134,PZ,PZ_1010,EXIT
11049550,ms,PackStation,PZ_1010_5132,PZ,PZ_1010,ENTER
11049940,ms,BoxStation,PACK_1010_001110,PACK,PACK_1010,ENTER
11050750,ms,PizzaSource,PZ_1010_5147,PZ,PZ_1010,EXIT
11050750,ms,PizzaSource,PZ_1010_5148,PZ,PZ_1010,ENTER
11051890,ms,Freezer,PZ_1010_5135,PZ,PZ_1010,EXIT
11053270,ms,PizzaSource,PZ_1010_5148,PZ,PZ_1010,EXIT
11053270,ms,PizzaSource,PZ_1010_5150,PZ,PZ_1010,ENTER
11054400,ms,Freezer,PZ_1010_5136,PZ,PZ_1010,EXIT
11055140,ms,PackStation,PACK_1010_001111,PACK,PACK_1010,EXIT_AP
11055770,ms,PizzaSource,PZ_1010_5150,PZ,PZ_1010,EXIT
11055770,ms,PizzaSource,PZ_1010_5151,PZ,PZ_1010,ENTER
11055880,ms,PackStation,PZ_1010_5134,PZ,PZ_1010,ENTER
11056080,ms,PackStation,PZ_1010_5135,PZ,PZ_1010,ENTER
11056900,ms,Freezer,PZ_1010_5137,PZ,PZ_1010,EXIT
11057060,ms,PackStation,PZ_1010_5136,PZ,PZ_1010,ENTER
11058280,ms,PizzaSource,PZ_1010_5151,PZ,PZ_1010,EXIT
11058280,ms,PizzaSource,PZ_1010_5152,PZ,PZ_1010,ENTER
11059460,ms,BoxStation,PACK_1010_001111,PACK,PACK_1010,ENTER
11059560,ms,PackStation,PZ_1010_5137,PZ,PZ_1010,ENTER
11060780,ms,PizzaSource,PZ_1010_5152,PZ,PZ_1010,EXIT
11060780,ms,PizzaSource,PZ_1010_5153,PZ,PZ_1010,ENTER
11063310,ms,PizzaSource,PZ_1010_5153,PZ,PZ_1010,EXIT
11063310,ms,PizzaSource,PZ_1010_5155,PZ,PZ_1010,ENTER
11065210,ms,PackStation,PACK_1010_001112,PACK,PACK_1010,EXIT_AP
11065820,ms,PizzaSource,PZ_1010_5155,PZ,PZ_1010,EXIT
11065820,ms,PizzaSource,PZ_1010_5157,PZ,PZ_1010,ENTER
11067130,ms,BoxStation,BOX_1010_000362,BOX,BOX_1010,EXIT_AP
11068360,ms,PizzaSource,PZ_1010_5157,PZ,PZ_1010,EXIT
11068360,ms,PizzaSource,PZ_1010_5158,PZ,PZ_1010,ENTER
11070850,ms,PizzaSource,PZ_1010_5158,PZ,PZ_1010,EXIT
11070850,ms,PizzaSource,PZ_1010_5159,PZ,PZ_1010,ENTER
11071050,ms,PalletStation,BOX_1010_000359,BOX,BOX_1010,ENTER
11071620,ms,BoxStation,PACK_1010_001112,PACK,PACK_1010,ENTER
